domain,sheet_type,head,relation,tail,vote
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_perfect_welcome_at4am_arrival,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_staff_alway_smile,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,CONTRARY_TO,staff_not_justify_booking_issue,Yes
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_willingness_staff,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_not_speak_English_properly,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_clean_after_complaint,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_should_learn_better_English,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_need_improve_organization,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_need_improve_collaboration,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_need_keep_update,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,CONTRARY_TO,not_kind_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,CONTRARY_TO,no_empathy_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_fail_to_communicate_with_taxi,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_fail_to_guest_request,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_cannot_provide_double_bed,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,CONTRARY_TO,offended_staff,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_not_justify_booking_issue,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_enforce_cancellation_charge,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_mistakenly_throw_valuable_item_during_cleaning_service,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_not_provide_good_solution,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,CONTRARY_TO,staff_has_unaceptable_manner,Yes
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_not_speak_Cypriot_language,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,no_staff_at_night,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_not_understand_English_well,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,staff_cannot_give_bus_to_airport_information,No
staff,Contrary(P)Body(N),no_evident_not_warm_service_staff,NOT_CONTRARY,only_one_staff_wear_mask,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,helpful_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,easy_to_communicate_with,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,nice_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,great_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,lovely_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_show_how_nearby_bus_take_to_town_center,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_show_how_nearby_bus_take_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,amazing_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,beyond_expectation,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_take_time_to_explain,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,friendliest_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,friendly_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,nice_to_talk_to,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,exceptional_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_go_out_of_their_way_for_us,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,welcoming_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_make_like_staying_with_family,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_make_it,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,supportive_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_help_with_all_our_wish,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_bring_back,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_buy_fresh_food,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,kind_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,accommodating_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,wonderful_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,polite_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,caring_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,great_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_explain_information_clearly,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,warm_welcome_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_organize_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_order_taxi_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,good_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_reach_out_when_reception_close,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,lovely_smiling_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_alway_assist,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,eager_to_assist,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,can_not_do_enough_for_guest,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,friendly_personal_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,excellent_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,hospitable_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,excellent_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,impressed_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_email_to_ask_arriving_time,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,perfect_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,fantastic_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,kindest_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,able_to_accommodate_specific_need,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,impeccable_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,kind_personal_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,convenient_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_make_everything_possible,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_let_us_into_room_soon,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_arrange_airport_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_quick_check-in,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,stored_luggage_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_call_taxi_for_us,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_agile_to_respond,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,congenial_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,relative-like_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,kind_service,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,smiling_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,staff_make_difference,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,exceed_expectation,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_aware_late_arraival,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_track_flight,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_offer_food,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_offer_drink,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,helpful_indication,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,pleasant_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,can_speak_perfect_English,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_make_late_check-in_simple,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_make_feel_at_home,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,big_smile,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,friendly_service,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,attentive_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,superb_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,reachable_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,informative,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,reassuring_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,5_star_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,lend_adaptor,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,professional_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_arrange_car_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_arrange_taxi_from_airport,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,delightful_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,eager_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_make_stay_enjoyable,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_print_off_flight_documentation,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_book_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_allow_to_keep_room_longer_because_flight_cancelled,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_responsive_to_pre-arrival_question,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,happy_to_help_with_Covid_restriction,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,felt_like_home_staff,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_make_feel_like_home,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,happy_to_help_any_situation,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,happy_to_help_any_question,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,NOT_CONTRARY,staff_recommend_place_to_visit,No
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,easy_to_deal_with,Yes
staff,Contrary(N)Body(P),have_evident_staff_not_speak_English_properly,CONTRARY_TO,gone_above_and_beyond_to_help_us,Yes
